SiteID,Date-Time,ac_frequency,ac_power,ac_power_metered,power_factor
1200,2020-01-27 19:05:00,60,20,20,0.029
1200,2020-01-27 19:10:00,60,20,20,0.029
1200,2020-01-27 19:15:00,60,20,20,0.029
1200,2020-01-27 19:20:00,60,20,20,0.029
1200,2020-01-27 19:25:00,60,20,20,0.029
1200,2020-01-27 19:30:00,60,20,20,0.029
1200,2020-01-27 19:35:00,60,20,20,0.029
1200,2020-01-27 19:40:00,60,20,20,0.029
1200,2020-01-27 19:45:00,60,20,20,0.029
1200,2020-01-27 19:50:00,60,20,20,0.029
1200,2020-01-27 19:55:00,60,20,20,0.029
1200,2020-01-27 20:00:00,60,20,20,0.029
1200,2020-01-27 20:05:00,60,20,20,0.029
1200,2020-01-27 20:10:00,60,20,20,0.029
1200,2020-01-27 20:15:00,60,20,20,0.029
1200,2020-01-27 20:20:00,60,20,20,0.029
1200,2020-01-27 20:25:00,60,20,20,0.029
1200,2020-01-27 20:30:00,60,20,20,0.029
1200,2020-01-27 20:35:00,60,20,20,0.029
1200,2020-01-27 20:40:00,60,20,20,0.029
1200,2020-01-27 20:45:00,60,20,20,0.029
1200,2020-01-27 20:50:00,60,20,20,0.029
1200,2020-01-27 20:55:00,60,20,20,0.029
1200,2020-01-27 21:00:00,60,20,20,0.029
1200,2020-01-27 21:05:00,60,20,20,0.029
1200,2020-01-27 21:10:00,60,20,20,0.029
1200,2020-01-27 21:15:00,60,20,20,0.029
1200,2020-01-27 21:20:00,60,20,20,0.029
1200,2020-01-27 21:25:00,60,20,20,0.029
1200,2020-01-27 21:30:00,60,20,20,0.029
1200,2020-01-27 21:35:00,60,20,20,0.029
1200,2020-01-27 21:40:00,60,20,20,0.029
1200,2020-01-27 21:45:00,60,20,20,0.029
1200,2020-01-27 21:50:00,60,20,20,0.029
1200,2020-01-27 21:55:00,60,20,20,0.029
1200,2020-01-27 22:00:00,60,20,20,0.029
1200,2020-01-27 22:05:00,60,20,20,0.029
1200,2020-01-27 22:10:00,60,20,20,0.029
1200,2020-01-27 22:15:00,60,20,20,0.029
1200,2020-01-27 22:20:00,60,20,20,0.029
1200,2020-01-27 22:25:00,60,20,20,0.029
1200,2020-01-27 22:30:00,60,20,20,0.029
1200,2020-01-27 22:35:00,60,20,20,0.029
1200,2020-01-27 22:40:00,60,20,20,0.029
1200,2020-01-27 22:45:00,60,20,20,0.029
1200,2020-01-27 22:50:00,60,20,20,0.029
1200,2020-01-27 22:55:00,60,20,20,0.029
1200,2020-01-27 23:00:00,60,20,20,0.029
1200,2020-01-27 23:05:00,60,20,20,0.029
1200,2020-01-27 23:10:00,60,20,20,0.029
1200,2020-01-27 23:15:00,60,20,20,0.029
1200,2020-01-27 23:20:00,60,20,20,0.029
1200,2020-01-27 23:25:00,60,20,20,0.029
1200,2020-01-27 23:30:00,60,20,20,0.029
1200,2020-01-27 23:35:00,60,20,20,0.029
1200,2020-01-27 23:40:00,60,20,20,0.029
1200,2020-01-27 23:45:00,60,20,20,0.029
1200,2020-01-27 23:50:00,60,20,20,0.029
1200,2020-01-27 23:55:00,60,20,20,0.029
1200,2020-01-28 00:00:00,60,20,20,0.029
1200,2020-01-28 00:05:00,60,20,20,0.029
1200,2020-01-28 00:10:00,60,20,20,0.029
1200,2020-01-28 00:15:00,60,20,20,0.029
1200,2020-01-28 00:20:00,60,20,20,0.029
1200,2020-01-28 00:25:00,60,20,20,0.029
1200,2020-01-28 00:30:00,60,20,20,0.029
1200,2020-01-28 00:35:00,60,20,20,0.029
1200,2020-01-28 00:40:00,60,20,20,0.029
1200,2020-01-28 00:45:00,60,20,20,0.029
1200,2020-01-28 00:50:00,60,20,20,0.029
1200,2020-01-28 00:55:00,60,20,20,0.029
1200,2020-01-28 01:00:00,60,20,20,0.029
1200,2020-01-28 01:05:00,60,20,20,0.029
1200,2020-01-28 01:10:00,60,20,20,0.029
1200,2020-01-28 01:15:00,60,20,20,0.029
1200,2020-01-28 01:20:00,60,20,20,0.029
1200,2020-01-28 01:25:00,60,20,20,0.029
1200,2020-01-28 01:30:00,60,20,20,0.029
1200,2020-01-28 01:35:00,60,20,20,0.029
1200,2020-01-28 01:40:00,60,20,20,0.029
1200,2020-01-28 01:45:00,60,20,20,0.029
1200,2020-01-28 01:50:00,60,20,20,0.029
1200,2020-01-28 01:55:00,60,20,20,0.029
1200,2020-01-28 02:00:00,60,20,20,0.029
1200,2020-01-28 02:05:00,60,20,20,0.029
1200,2020-01-28 02:10:00,60,20,20,0.029
1200,2020-01-28 02:15:00,60,20,20,0.029
1200,2020-01-28 02:20:00,60,20,20,0.029
1200,2020-01-28 02:25:00,60,20,20,0.029
1200,2020-01-28 02:30:00,60,20,20,0.029
1200,2020-01-28 02:35:00,60,20,20,0.029
1200,2020-01-28 02:40:00,60,20,20,0.029
1200,2020-01-28 02:45:00,60,20,20,0.029
1200,2020-01-28 02:50:00,60,20,20,0.029
1200,2020-01-28 02:55:00,60,20,20,0.029
1200,2020-01-28 03:00:00,60,20,20,0.029
1200,2020-01-28 03:05:00,60,20,20,0.029
1200,2020-01-28 03:10:00,60,20,20,0.029
1200,2020-01-28 03:15:00,60,20,20,0.029
1200,2020-01-28 03:20:00,60,20,20,0.029
1200,2020-01-28 03:25:00,60,20,20,0.029
1200,2020-01-28 03:30:00,60,20,20,0.029
1200,2020-01-28 03:35:00,60,20,20,0.029
1200,2020-01-28 03:40:00,60,20,20,0.029
1200,2020-01-28 03:45:00,60,20,20,0.029
1200,2020-01-28 03:50:00,60,20,20,0.029
1200,2020-01-28 03:55:00,60,20,20,0.029
1200,2020-01-28 04:00:00,60,20,20,0.029
1200,2020-01-28 04:05:00,60,20,20,0.029
1200,2020-01-28 04:10:00,60,20,20,0.029
1200,2020-01-28 04:15:00,60,20,20,0.029
1200,2020-01-28 04:20:00,60,20,20,0.029
1200,2020-01-28 04:25:00,60,20,20,0.029
1200,2020-01-28 04:30:00,60,20,20,0.029
1200,2020-01-28 04:35:00,60,20,20,0.029
1200,2020-01-28 04:40:00,60,20,20,0.029
1200,2020-01-28 04:45:00,60,20,20,0.029
1200,2020-01-28 04:50:00,60,20,20,0.029
1200,2020-01-28 04:55:00,60,20,20,0.029
1200,2020-01-28 05:00:00,60,20,20,0.029
1200,2020-01-28 05:05:00,60,20,20,0.029
1200,2020-01-28 05:10:00,60,20,20,0.029
1200,2020-01-28 05:15:00,60,20,20,0.029
1200,2020-01-28 05:20:00,60,20,20,0.029
1200,2020-01-28 05:25:00,60,20,20,0.029
1200,2020-01-28 05:30:00,60,20,20,0.029
1200,2020-01-28 05:35:00,60,20,20,0.029
1200,2020-01-28 05:40:00,60,20,20,0.029
1200,2020-01-28 05:45:00,60,20,20,0.029
1200,2020-01-28 05:50:00,60,20,20,0.029
1200,2020-01-28 05:55:00,60,20,20,0.029
1200,2020-01-28 06:00:00,60,20,20,0.029
1200,2020-01-28 06:05:00,60,20,20,0.029
1200,2020-01-28 06:10:00,60,20,20,0.029
1200,2020-01-28 06:15:00,60,20,20,0.029
1200,2020-01-28 06:20:00,60,20,20,0.029
1200,2020-01-28 06:25:00,60,20,20,0.029
1200,2020-01-28 06:30:00,60,20,20,0.029
1200,2020-01-28 06:35:00,60,20,20,0.029
1200,2020-01-28 06:40:00,60,20,20,0.029
1200,2020-01-28 06:45:00,60,20,20,0.029
1200,2020-01-28 06:50:00,60,20,20,0.029
1200,2020-01-28 06:55:00,60,20,20,0.029
1200,2020-01-28 07:00:00,60,20,20,0.029
1200,2020-01-28 07:05:00,60,20,20,0.029
1200,2020-01-28 07:10:00,60,20,20,0.029
1200,2020-01-28 07:15:00,60,20,20,0.029
1200,2020-01-28 07:20:00,60,40,40,0.043
1200,2020-01-28 07:25:00,60,80,80,0.057
1200,2020-01-28 07:30:00,60,120,120,0.071
1200,2020-01-28 07:35:00,60,240,240,0.124
1200,2020-01-28 07:40:00,60,440,440,0.207
1200,2020-01-28 07:45:00,60,600,600,0.322
1200,2020-01-28 07:50:00,60,680,680,0.382
1200,2020-01-28 07:55:00,60,920,920,0.495
1200,2020-01-28 08:00:00,60,1040,1040,0.536
1200,2020-01-28 08:05:00,60,1060,1060,0.541
1200,2020-01-28 08:10:00,60,1380,1380,0.633
1200,2020-01-28 08:15:00,60,1180,1180,0.578
1200,2020-01-28 08:20:00,60,1060,1060,0.535
1200,2020-01-28 08:25:00,60,1120,1120,0.554
1200,2020-01-28 08:30:00,60,1420,1420,0.657
1200,2020-01-28 08:35:00,60,1780,1780,0.735
1200,2020-01-28 08:40:00,60,1680,1680,0.712
1200,2020-01-28 08:45:00,60,2100,2100,0.778
1200,2020-01-28 08:50:00,60,3440,3440,0.896
1200,2020-01-28 08:55:00,60,3020,3020,0.868
1200,2020-01-28 09:00:00,60,2820,2820,0.854
1200,2020-01-28 09:05:00,60,2460,2460,0.82
1200,2020-01-28 09:10:00,60,2460,2460,0.825
1200,2020-01-28 09:15:00,60,3420,3420,0.895
1200,2020-01-28 09:20:00,60,3260,3260,0.876
1200,2020-01-28 09:25:00,60,3260,3260,0.881
1200,2020-01-28 09:30:00,60,3700,3700,0.902
1200,2020-01-28 09:35:00,60,3720,3720,0.903
1200,2020-01-28 09:40:00,60,4720,4720,0.936
1200,2020-01-28 09:45:00,60,5720,5720,0.966
1200,2020-01-28 09:50:00,60,5300,5300,0.96
1200,2020-01-28 09:55:00,60,6500,6500,0.973
1200,2020-01-28 10:00:00,60,7300,7300,0.976
1200,2020-01-28 10:05:00,60,6860,6860,0.977
1200,2020-01-28 10:10:00,60,7940,7940,0.978
1200,2020-01-28 10:15:00,60,10160,10160,-0.984
1200,2020-01-28 10:20:00,60,9860,9860,-0.984
1200,2020-01-28 10:25:00,60,11800,11800,-0.985
1200,2020-01-28 10:30:00,60,11240,11240,-0.984
1200,2020-01-28 10:35:00,60,12280,12280,-0.985
1200,2020-01-28 10:40:00,60,10440,10440,-0.983
1200,2020-01-28 10:45:00,60,8840,8840,-0.982
1200,2020-01-28 10:50:00,60,7440,7440,0.979
1200,2020-01-28 10:55:00,60,6260,6260,0.975
1200,2020-01-28 11:00:00,60,6580,6580,0.973
1200,2020-01-28 11:05:00,60,10500,10500,-0.985
1200,2020-01-28 11:10:00,60,10040,10040,-0.982
1200,2020-01-28 11:15:00,60,8000,8000,0.978
1200,2020-01-28 11:20:00,60,6620,6620,0.973
1200,2020-01-28 11:25:00,60,6120,6120,0.968
1200,2020-01-28 11:30:00,60,6720,6720,0.974
1200,2020-01-28 11:35:00,60,6220,6220,0.972
1200,2020-01-28 11:40:00,60,5360,5360,0.967
1200,2020-01-28 11:45:00,60,6940,6940,0.975
1200,2020-01-28 11:50:00,60,5940,5940,0.971
1200,2020-01-28 11:55:24,60,6220,6220,0.972
1200,2020-01-28 12:00:00,60,6220,6220,0.975
1200,2020-01-28 12:05:00,60,6700,6700,0.977
1200,2020-01-28 12:10:00,60,5060,5060,0.958
1200,2020-01-28 12:15:00,60,4820,4820,0.956
1200,2020-01-28 12:20:00,60,6460,6460,0.973
1200,2020-01-28 12:25:00,60,5780,5780,0.97
1200,2020-01-28 12:30:00,60,5860,5860,0.97
1200,2020-01-28 12:35:00,60,5400,5400,0.964
1200,2020-01-28 12:40:00,60,4500,4500,0.953
1200,2020-01-28 12:45:00,60,4020,4020,0.926
1200,2020-01-28 12:50:00,60,4220,4220,0.934
1200,2020-01-28 12:55:00,60,4860,4860,0.949
1200,2020-01-28 13:00:00,60,5160,5160,0.959
1200,2020-01-28 13:05:00,60,6700,6700,0.974
1200,2020-01-28 13:10:00,60,5360,5360,0.964
1200,2020-01-28 13:15:00,60,4160,4160,0.937
1200,2020-01-28 13:20:00,60,4680,4680,0.94
1200,2020-01-28 13:25:00,60,4620,4620,0.947
1200,2020-01-28 13:30:00,60,5100,5100,0.959
1200,2020-01-28 13:35:00,60,5200,5200,0.963
1200,2020-01-28 13:40:00,60,5000,5000,0.958
1200,2020-01-28 13:45:00,60,6640,6640,0.976
1200,2020-01-28 13:50:00,60,8380,8380,-0.981
1200,2020-01-28 13:55:00,60,7960,7960,0.978
1200,2020-01-28 14:00:00,60,6991,6991,0.975
1200,2020-01-28 14:05:00,60,5200,5200,0.966
1200,2020-01-28 14:10:00,60,4140,4140,0.932
1200,2020-01-28 14:15:00,60,4720,4720,0.944
1200,2020-01-28 14:20:00,60,4600,4600,0.943
1200,2020-01-28 14:25:00,60,4360,4360,0.948
1200,2020-01-28 14:30:00,60,3220,3220,0.885
1200,2020-01-28 14:35:00,60,3320,3320,0.892
1200,2020-01-28 14:40:00,60,2980,2980,0.871
1200,2020-01-28 14:45:00,60,3060,3060,0.875
1200,2020-01-28 14:50:00,60,3720,3720,0.908
1200,2020-01-28 14:55:00,60,3820,3820,0.91
1200,2020-01-28 15:00:00,60,3540,3540,0.898
1200,2020-01-28 15:05:00,60,3660,3660,0.901
1200,2020-01-28 15:10:00,60,3180,3180,0.883
1200,2020-01-28 15:15:00,60,3680,3680,0.906
1200,2020-01-28 15:20:00,60,4220,4220,0.929
1200,2020-01-28 15:25:00,60,2960,2960,0.865
1200,2020-01-28 15:30:00,60,3020,3020,0.873
1200,2020-01-28 15:35:00,60,4200,4200,0.921
1200,2020-01-28 15:40:00,60,3380,3380,0.889
1200,2020-01-28 15:45:00,60,2380,2380,0.816
1200,2020-01-28 15:50:00,60,2080,2080,0.778
1200,2020-01-28 15:55:00,60,2160,2160,0.788
1200,2020-01-28 16:00:00,60,1880,1880,0.746
1200,2020-01-28 16:05:00,60,1080,1080,0.54
1200,2020-01-28 16:10:00,60,980,980,0.51
1200,2020-01-28 16:15:00,60,1440,1440,0.655
1200,2020-01-28 16:20:00,60,1240,1240,0.602
1200,2020-01-28 16:25:00,60,1040,1040,0.536
1200,2020-01-28 16:30:00,60,720,720,0.4
1200,2020-01-28 16:35:00,60,600,600,0.345
1200,2020-01-28 16:40:00,60,380,380,0.232
1200,2020-01-28 16:45:00,60,280,280,0.171
1200,2020-01-28 16:50:00,60,200,200,0.123
1200,2020-01-28 16:55:00,60,80,80,0.067
1200,2020-01-28 17:00:00,60,60,60,0.045
1200,2020-01-28 17:05:00,60,20,20,0.029
1200,2020-01-28 17:10:00,60,20,20,0.029
1200,2020-01-28 17:15:00,60,20,20,0.029
1200,2020-01-28 17:20:00,60,20,20,0.029
1200,2020-01-28 17:25:00,60,20,20,0.029
1200,2020-01-28 17:30:00,60,20,20,0.029
1200,2020-01-28 17:35:00,60,20,20,0.029
1200,2020-01-28 17:40:00,60,20,20,0.029
1200,2020-01-28 17:45:00,60,20,20,0.029
1200,2020-01-28 17:50:00,60,20,20,0.029
1200,2020-01-28 17:55:00,60,20,20,0.029
1200,2020-01-28 18:00:00,60,20,20,0.029
1200,2020-01-28 18:05:00,60,20,20,0.029
1200,2020-01-28 18:10:00,60,20,20,0.029
1200,2020-01-28 18:15:00,60,20,20,0.029
1200,2020-01-28 18:20:00,60,20,20,0.029
1200,2020-01-28 18:25:00,60,20,20,0.029
1200,2020-01-28 18:30:00,60,20,20,0.029
1200,2020-01-28 18:35:00,60,20,20,0.029
1200,2020-01-28 18:40:00,60,20,20,0.029
1200,2020-01-28 18:45:00,60,20,20,0.029
1200,2020-01-28 18:50:00,60,20,20,0.029
1200,2020-01-28 18:55:00,60,20,20,0.029
1200,2020-01-28 19:00:00,60,20,20,0.029
1200,2020-01-28 19:05:00,60,20,20,0.029
1200,2020-01-28 19:10:00,60,20,20,0.029
1200,2020-01-28 19:15:00,60,20,20,0.029
1200,2020-01-28 19:20:00,60,20,20,0.029
1200,2020-01-28 19:25:00,60,20,20,0.029
1200,2020-01-28 19:30:00,60,20,20,0.029
1200,2020-01-28 19:35:00,60,20,20,0.029
1200,2020-01-28 19:40:00,60,20,20,0.029
1200,2020-01-28 19:45:00,60,20,20,0.029
1200,2020-01-28 19:50:00,60,20,20,0.029
1200,2020-01-28 19:55:00,60,20,20,0.029
1200,2020-01-28 20:00:00,60,20,20,0.029
1200,2020-01-28 20:05:00,60,20,20,0.029
1200,2020-01-28 20:10:00,60,20,20,0.029
1200,2020-01-28 20:15:00,60,20,20,0.029
1200,2020-01-28 20:20:00,60,20,20,0.029
1200,2020-01-28 20:25:00,60,20,20,0.029
1200,2020-01-28 20:30:00,60,20,20,0.029
1200,2020-01-28 20:35:00,60,20,20,0.029
1200,2020-01-28 20:40:00,60,20,20,0.029
1200,2020-01-28 20:45:00,60,20,20,0.029
1200,2020-01-28 20:50:00,60,20,20,0.029
1200,2020-01-28 20:55:00,60,20,20,0.029
1200,2020-01-28 21:00:00,60,20,20,0.029
1200,2020-01-28 21:05:00,60,20,20,0.029
1200,2020-01-28 21:10:00,60,20,20,0.029
1200,2020-01-28 21:15:00,60,20,20,0.029
1200,2020-01-28 21:20:00,60,20,20,0.029
1200,2020-01-28 21:25:00,60,20,20,0.029
1200,2020-01-28 21:30:00,60,20,20,0.029
1200,2020-01-28 21:35:00,60,20,20,0.029
1200,2020-01-28 21:40:00,60,20,20,0.029
1200,2020-01-28 21:45:00,60,20,20,0.029
1200,2020-01-28 21:50:00,60,20,20,0.029
1200,2020-01-28 21:55:00,60,20,20,0.029
1200,2020-01-28 22:00:00,60,20,20,0.029
1200,2020-01-28 22:05:00,60,20,20,0.029
1200,2020-01-28 22:10:00,60,20,20,0.029
1200,2020-01-28 22:15:00,60,20,20,0.029
1200,2020-01-28 22:20:00,60,20,20,0.029
1200,2020-01-28 22:25:00,60,20,20,0.029
1200,2020-01-28 22:30:00,60,20,20,0.029
1200,2020-01-28 22:35:00,60,20,20,0.029
1200,2020-01-28 22:40:00,60,20,20,0.029
1200,2020-01-28 22:45:00,60,20,20,0.029
1200,2020-01-28 22:50:00,60,20,20,0.029
1200,2020-01-28 22:55:00,60,20,20,0.029
1200,2020-01-28 23:00:00,60,20,20,0.029
1200,2020-01-28 23:05:00,60,20,20,0.029
1200,2020-01-28 23:10:00,60,20,20,0.029
1200,2020-01-28 23:15:00,60,20,20,0.029
1200,2020-01-28 23:20:00,60,20,20,0.029
1200,2020-01-28 23:25:00,60,20,20,0.029
1200,2020-01-28 23:30:00,60,20,20,0.029
1200,2020-01-28 23:35:00,60,20,20,0.029
1200,2020-01-28 23:40:00,60,20,20,0.029
1200,2020-01-28 23:45:00,60,20,20,0.029
1200,2020-01-28 23:50:00,60,20,20,0.029
1200,2020-01-28 23:55:00,60,20,20,0.029
1200,2020-01-29 00:00:00,60,20,20,0.029
1200,2020-01-29 00:05:00,60,20,20,0.029
1200,2020-01-29 00:10:00,60,20,20,0.029
1200,2020-01-29 00:15:00,60,20,20,0.029
1200,2020-01-29 00:20:00,60,20,20,0.029
1200,2020-01-29 00:25:00,60,20,20,0.029
1200,2020-01-29 00:30:00,60,20,20,0.029
1200,2020-01-29 00:35:00,60,20,20,0.029
1200,2020-01-29 00:40:00,60,20,20,0.029
1200,2020-01-29 00:45:00,60,20,20,0.029
1200,2020-01-29 00:50:00,60,20,20,0.029
1200,2020-01-29 00:55:00,60,20,20,0.029
1200,2020-01-29 01:00:00,60,20,20,0.029
1200,2020-01-29 01:05:00,60,20,20,0.029
1200,2020-01-29 01:10:00,60,20,20,0.029
1200,2020-01-29 01:15:00,60,20,20,0.029
1200,2020-01-29 01:20:00,60,20,20,0.029
1200,2020-01-29 01:25:00,60,20,20,0.029
1200,2020-01-29 01:30:00,60,20,20,0.029
1200,2020-01-29 01:35:00,60,20,20,0.029
1200,2020-01-29 01:40:00,60,20,20,0.029
1200,2020-01-29 01:45:00,60,20,20,0.029
1200,2020-01-29 01:50:00,60,20,20,0.029
1200,2020-01-29 01:55:00,60,20,20,0.029
1200,2020-01-29 02:00:00,60,20,20,0.029
1200,2020-01-29 02:05:00,60,20,20,0.029
1200,2020-01-29 02:10:00,60,20,20,0.029
1200,2020-01-29 02:15:00,60,20,20,0.029
1200,2020-01-29 02:20:00,60,20,20,0.029
1200,2020-01-29 02:25:00,60,20,20,0.029
1200,2020-01-29 02:30:00,60,20,20,0.029
1200,2020-01-29 02:35:00,60,20,20,0.029
1200,2020-01-29 02:40:00,60,20,20,0.029
1200,2020-01-29 02:45:00,60,20,20,0.029
1200,2020-01-29 02:50:00,60,20,20,0.029
1200,2020-01-29 02:55:00,60,20,20,0.029
1200,2020-01-29 03:00:24,60,20,20,0.029
1200,2020-01-29 03:05:00,60,20,20,0.029
1200,2020-01-29 03:10:00,60,20,20,0.029
1200,2020-01-29 03:15:00,60,20,20,0.029
1200,2020-01-29 03:20:00,60,20,20,0.029
1200,2020-01-29 03:25:00,60,20,20,0.029
1200,2020-01-29 03:30:00,60,20,20,0.029
1200,2020-01-29 03:35:00,60,20,20,0.029
1200,2020-01-29 03:40:00,60,20,20,0.029
1200,2020-01-29 03:45:00,60,20,20,0.029
1200,2020-01-29 03:50:00,60,20,20,0.029
1200,2020-01-29 03:55:00,60,20,20,0.029
1200,2020-01-29 04:00:00,60,20,20,0.029
1200,2020-01-29 04:05:00,60,20,20,0.029
1200,2020-01-29 04:10:00,60,20,20,0.029
1200,2020-01-29 04:15:00,60,20,20,0.029
1200,2020-01-29 04:20:00,60,20,20,0.029
1200,2020-01-29 04:25:00,60,20,20,0.029
1200,2020-01-29 04:30:00,60,20,20,0.029
1200,2020-01-29 04:35:00,60,20,20,0.029
1200,2020-01-29 04:40:00,60,20,20,0.029
1200,2020-01-29 04:45:00,60,20,20,0.029
1200,2020-01-29 04:50:00,60,20,20,0.029
1200,2020-01-29 04:55:00,60,20,20,0.029
1200,2020-01-29 05:00:00,60,20,20,0.029
1200,2020-01-29 05:05:00,60,20,20,0.029
1200,2020-01-29 05:10:00,60,20,20,0.029
1200,2020-01-29 05:15:00,60,20,20,0.029
1200,2020-01-29 05:20:00,60,20,20,0.029
1200,2020-01-29 05:25:00,60,20,20,0.029
1200,2020-01-29 05:30:00,60,20,20,0.029
1200,2020-01-29 05:35:00,60,20,20,0.029
1200,2020-01-29 05:40:00,60,20,20,0.029
1200,2020-01-29 05:45:00,60,20,20,0.029
1200,2020-01-29 05:50:00,60,20,20,0.029
1200,2020-01-29 05:55:00,60,20,20,0.029
1200,2020-01-29 06:00:00,60,20,20,0.029
1200,2020-01-29 06:05:00,60,20,20,0.029
1200,2020-01-29 06:10:00,60,20,20,0.029
1200,2020-01-29 06:15:00,60,20,20,0.029
1200,2020-01-29 06:20:00,60,20,20,0.029
1200,2020-01-29 06:25:00,60,20,20,0.029
1200,2020-01-29 06:30:00,60,20,20,0.029
1200,2020-01-29 06:35:00,60,20,20,0.029
1200,2020-01-29 06:40:00,60,20,20,0.029
1200,2020-01-29 06:45:00,60,20,20,0.029
1200,2020-01-29 06:50:00,60,20,20,0.029
1200,2020-01-29 06:55:00,60,20,20,0.029
1200,2020-01-29 07:00:00,60,20,20,0.029
1200,2020-01-29 07:05:00,60,20,20,0.029
1200,2020-01-29 07:10:00,60,20,20,0.029
1200,2020-01-29 07:15:00,60,20,20,0.029
1200,2020-01-29 07:20:00,60,20,20,0.029
1200,2020-01-29 07:25:00,60,20,20,0.029
1200,2020-01-29 07:30:00,60,40,40,0.048
1200,2020-01-29 07:35:00,60,140,140,0.082
1200,2020-01-29 07:40:00,60,240,240,0.146
1200,2020-01-29 07:45:00,60,200,200,0.114
1200,2020-01-29 07:50:00,60,300,300,0.158
1200,2020-01-29 07:55:00,60,640,640,0.333
1200,2020-01-29 08:00:00,60,940,940,0.511
1200,2020-01-29 08:05:00,60,1000,1000,0.532
1200,2020-01-29 08:10:00,60,1320,1320,0.623
1200,2020-01-29 08:15:00,60,2100,2100,0.778
1200,2020-01-29 08:20:00,60,2220,2220,0.799
1200,2020-01-29 08:25:00,60,2520,2520,0.829
1200,2020-01-29 08:30:00,60,2720,2720,0.85
1200,2020-01-29 08:35:00,60,2840,2840,0.855
1200,2020-01-29 08:40:00,60,3140,3140,0.877
1200,2020-01-29 08:45:00,60,3420,3420,0.89
1200,2020-01-29 08:50:00,60,3580,3580,0.899
1200,2020-01-29 08:55:00,60,3520,3520,0.898
1200,2020-01-29 09:00:00,60,4060,4060,0.919
1200,2020-01-29 09:05:00,60,4460,4460,0.929
1200,2020-01-29 09:10:00,60,5420,5420,0.964
1200,2020-01-29 09:15:00,60,6000,6000,0.974
1200,2020-01-29 09:20:00,60,5620,5620,0.969
1200,2020-01-29 09:25:00,60,7180,7180,0.978
1200,2020-01-29 09:30:00,60,10360,10360,-0.983
1200,2020-01-29 09:35:00,60,10540,10540,-0.981
1200,2020-01-29 09:40:00,60,13720,13720,-0.986
1200,2020-01-29 09:45:00,60,12640,12640,-0.987
1200,2020-01-29 09:50:00,60,8760,8760,-0.982
1200,2020-01-29 09:55:00,60,6620,6620,0.973
1200,2020-01-29 10:00:00,60,28360,28360,-0.99
1200,2020-01-29 10:05:00,60,27200,27200,-0.989
1200,2020-01-29 10:10:00,60,27480,27480,-0.99
1200,2020-01-29 10:15:00,60,27820,27820,-0.989
1200,2020-01-29 10:20:00,60,28960,28960,-0.99
1200,2020-01-29 10:25:00,60,28840,28840,-0.99
1200,2020-01-29 10:30:00,60,29080,29080,-0.99
1200,2020-01-29 10:35:00,60,29620,29620,-0.991
1200,2020-01-29 10:40:00,60,30260,30260,-0.99
1200,2020-01-29 10:45:00,60,30460,30460,-0.991
1200,2020-01-29 10:50:00,60,31340,31340,-0.99
1200,2020-01-29 10:55:00,60,31940,31940,-0.99
1200,2020-01-29 11:00:00,60,33300,33300,-0.99
1200,2020-01-29 11:05:00,60,33660,33660,-0.99
1200,2020-01-29 11:10:00,60,33200,33200,-0.99
1200,2020-01-29 11:15:00,60,33820,33820,-0.99
1200,2020-01-29 11:20:00,60,33600,33600,-0.991
1200,2020-01-29 11:25:00,60,34200,34200,-0.989
1200,2020-01-29 11:30:00,60,34500,34500,-0.99
1200,2020-01-29 11:35:00,60,34640,34640,-0.99
1200,2020-01-29 11:40:00,60,35600,35600,-0.99
1200,2020-01-29 11:45:00,60,35280,35280,-0.991
1200,2020-01-29 11:50:00,60,35160,35160,-0.99
1200,2020-01-29 11:55:00,60,35180,35180,-0.991
1200,2020-01-29 12:00:00,60,35540,35540,-0.99
1200,2020-01-29 12:05:00,60,36020,36020,-0.99
1200,2020-01-29 12:10:00,60,35980,35980,-0.99
1200,2020-01-29 12:15:00,60,36240,36240,-0.99
1200,2020-01-29 12:20:00,60,36320,36320,-0.99
1200,2020-01-29 12:25:00,60,36040,36040,-0.99
1200,2020-01-29 12:30:00,60,35940,35940,-0.99
1200,2020-01-29 12:35:00,60,35900,35900,-0.991
1200,2020-01-29 12:40:00,60,27520,27520,-0.992
1200,2020-01-29 12:45:00,60,35880,35880,-0.991
1200,2020-01-29 12:50:00,60,35760,35760,-0.99
1200,2020-01-29 12:55:00,60,35760,35760,-0.99
1200,2020-01-29 13:00:00,60,35580,35580,-0.99
1200,2020-01-29 13:05:00,60,35700,35700,-0.989
1200,2020-01-29 13:10:00,60,35680,35680,-0.99
1200,2020-01-29 13:15:00,60,35280,35280,-0.991
1200,2020-01-29 13:20:00,60,34780,34780,-0.991
1200,2020-01-29 13:25:00,60,34960,34960,-0.99
1200,2020-01-29 13:30:00,60,35000,35000,-0.99
1200,2020-01-29 13:35:00,60,34680,34680,-0.99
1200,2020-01-29 13:40:00,60,34440,34440,-0.99
1200,2020-01-29 13:45:00,60,34040,34040,-0.991
1200,2020-01-29 13:50:00,60,33680,33680,-0.99
1200,2020-01-29 13:55:00,60,33420,33420,-0.99
1200,2020-01-29 14:00:00,60,33040,33040,-0.99
1200,2020-01-29 14:05:00,60,32840,32840,-0.99
1200,2020-01-29 14:10:00,60,32320,32320,-0.99
1200,2020-01-29 14:15:00,60,31900,31900,-0.991
1200,2020-01-29 14:20:00,60,31420,31420,-0.99
